Tipo de Contrato,Estamento,Apellido Paterno,Apellido Materno,Nombres,Grado,Calificación Profesional o Formación,Cargo o Función,Región,A Asignaciones Especiales $ (Cifra incluida en B),Unidad Monetaria,B Remuneración Bruta Mensualizada $ (Contempla cifras de A+C+D),C Horas Extras Diurnas $ (Cifra incluida en B),D Horas Extras Nocturnas $ (Cifra incluida en B),Fecha Inicio,Fecha Termino,Observaciones
CONTRATA,Académico,***,***,***,8,Doctor,Prof. Asistente,RM,220980,Pesos,612885,0,0,01-08-2019,31-12-2024,1306
CONTRATA,Profesional,***,***,***,17,Terapeuta Ocupacional,PROFESIONAL,RM,317584,Pesos,726181,0,0,01-08-2023,31-12-2024,1213
CONTRATA,Académico,***,***,***,3,Especialista,Prof. Asistente,RM,346456,Pesos,603699,0,0,01-11-2023,31-12-2024,1213
CONTRATA,Auxiliar,***,***,***,22,Sin Información,Auxiliar General,RM,13309,Pesos,806122,0,103120,01-09-2019,31-12-2024,1501
CONTRATA,Profesional,***,***,***,17,Constructor Civil,PROFESIONAL,RM,693291,Pesos,2061465,0,0,01-07-2023,31-03-2024,1206
CONTRATA,Auxiliar,***,***,***,24,Sin Información,AUXILIAR,RM,284127,Pesos,739600,0,0,01-12-2023,30-04-2024,1212
CONTRATA,Técnico,***,***,***,22,Sin Información,TÉCNICO,RM,0,Pesos,814150,0,0,01-02-2024,31-03-2024,1501
CONTRATA,Académico,***,***,***,7,Comunicador Audiovisual,Prof. Asociado,RM,710642,Pesos,1546646,0,0,01-08-2021,31-12-2024,1217
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Adjunto,RM,129893,Pesos,326008,0,0,01-04-2015,31-12-2024,1216
CONTRATA,Profesional,***,***,***,8,Sociologo,PROFESIONAL,RM,2052236,Pesos,3604181,0,0,15-11-2010,31-12-2024,1103
CONTRATA,Académico,***,***,***,5,Medico-Cirujano,Prof.Titular,RM,403847,Pesos,1373795,0,0,01-04-2016,31-12-2024,1213
CONTRATA,Académico,***,***,***,7,Doctor,Prof. Asociado,RM,398374,Pesos,1925567,0,0,01-07-2023,31-12-2024,1213
CONTRATA,Auxiliar,***,***,***,21,Sin Información,AUXILIAR,RM,238901,Pesos,777636,0,0,01-08-2016,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Enfermera,Enfermera,RM,949420,Pesos,2782496,0,220400,01-09-2015,31-12-2024,1501
CONTRATA,Profesional,***,***,***,14,Disenador Grafico,PROFESIONAL,RM,1029873,Pesos,2059638,0,0,01-01-2019,31-12-2024,1201
CONTRATA,Técnico,***,***,***,14,Prof. Educ Gral Bas En Educ Fisica,TÉCNICO,RM,183316,Pesos,352840,0,0,01-03-2020,31-12-2024,1108
CONTRATA,Académico,***,***,***,9,Magíster,Prof. Asistente,RM,505383,Pesos,1244040,0,0,01-12-2021,31-12-2024,1217
CONTRATA,Académico,***,***,***,8,Magíster,Prof. Adjunto,RM,1265081,Pesos,2040080,0,0,01-08-2018,31-12-2024,1201
CONTRATA,Académico,***,***,***,8,Magíster,Prof. Adjunto,RM,639507,Pesos,1414506,0,0,01-07-2011,31-12-2024,1201
CONTRATA,Académico,***,***,***,9,Especialidad Médica u Odontológica,Prof. Asistente,RM,108177,Pesos,476531,0,0,01-08-2019,31-12-2024,1213
CONTRATA,Académico,***,***,***,5,Especialidad Médica u Odontológica,Prof.Titular,RM,400346,Pesos,1160933,0,0,28-04-2023,31-12-2024,1501
CONTRATA,Académico,***,***,***,5,Especialidad Médica u Odontológica,Prof.Titular,RM,1541496,Pesos,3605998,0,0,28-04-2023,31-12-2024,1501
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,448374,Pesos,1906118,0,0,01-08-2022,31-12-2024,1213
CONTRATA,Profesional,***,***,***,17,Especialidad Médica u Odontológica,MEDICO,RM,0,Pesos,27848,0,0,01-10-2013,31-12-2024,1501
CONTRATA,Académico,***,***,***,3,Especialidad Médica u Odontológica,Prof. Asistente,RM,586728,Pesos,1092443,0,0,01-05-1998,31-12-2024,1213
CONTRATA,Administrativo,***,***,***,16,Sociologo,ADMINISTRATIVO,RM,1626465,Pesos,2340800,0,0,01-03-2023,31-12-2024,1107
CONTRATA,Académico,***,***,***,5,Especialidad Médica u Odontológica,Prof. Asociado,RM,504153,Pesos,755560,0,0,01-11-2018,31-12-2024,1213
CONTRATA,Académico,***,***,***,7,Especialidad Médica u Odontológica,Prof. Asociado,RM,218208,Pesos,635237,0,0,01-11-2018,31-12-2024,1213
CONTRATA,Técnico,***,***,***,24,Sin Información,TÉCNICO,RM,1233423,Pesos,1688896,0,0,03-07-2023,31-03-2024,1206
CONTRATA,Profesional,***,***,***,17,Quimico Farmaceutico,QUIMICO FARMACEUTICO,RM,906779,Pesos,2146351,0,220400,01-03-2023,30-06-2024,1501
CONTRATA,Técnico,***,***,***,22,Sin Información,AYUDANTE DE ENFERMERIA ESPECIALIZADO,RM,76213,Pesos,823700,0,0,01-06-2022,31-12-2024,1501
CONTRATA,Administrativo,***,***,***,20,Sin Información,ADMINISTRATIVO,RM,230110,Pesos,800000,0,0,01-01-2024,31-12-2024,1403
CONTRATA,Académico,***,***,***,5,Medico-Cirujano,Profesional Ley Médica,RM,1340186,Pesos,3626083,0,0,01-12-2020,31-12-2024,1501
CONTRATA,Profesional,***,***,***,11,Periodista,PERIODISTA,RM,1025318,Pesos,2312059,0,0,01-01-2010,31-12-2024,1203
CONTRATA,Académico,***,***,***,5,Cirujano Dentista,Instructor,RM,343898,Pesos,499421,0,0,01-03-2019,31-12-2024,1214
CONTRATA,Auxiliar,***,***,***,22,Sin Información,VIGILANTE,RM,37776,Pesos,856111,0,96675,01-10-2019,31-12-2024,1501
CONTRATA,Auxiliar,***,***,***,22,Sin Información,AUXILIAR GENERAL DE ASEO,RM,45879,Pesos,709932,48330,92808,01-12-2021,31-12-2024,1501
CONTRATA,Profesional,***,***,***,17,Disenador Grafico,PROFESIONAL,RM,191002,Pesos,295000,0,0,01-01-2023,31-12-2024,1213
CONTRATA,Técnico,***,***,***,17,Sin Información,TÉCNICO,RM,773525,Pesos,1448526,0,0,01-05-2023,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Kinesiologo,PROFESIONAL,RM,84446,Pesos,207481,0,0,01-09-2023,31-12-2024,1213
CONTRATA,Profesional,***,***,***,15,Licenciado,Profesional Docente,RM,365474,Pesos,859550,0,0,01-03-2023,31-12-2024,1212
CONTRATA,Profesional,***,***,***,5,Licenciado en Humanidades con Mención en Historia,PROFESIONAL,RM,2447334,Pesos,4301802,0,0,01-07-2018,31-12-2024,1102
CONTRATA,Auxiliar,***,***,***,23,Sin Información,MAYORDOMO,RM,285391,Pesos,1009454,0,0,01-01-2020,31-12-2024,1214
CONTRATA,Académico,***,***,***,7,Arquitecto,Prof. Asociado,RM,252615,Pesos,412674,0,0,01-09-2012,31-12-2024,1201
CONTRATA,Técnico,***,***,***,24,Sin Información,TÉCNICO,RM,555133,Pesos,1563593,0,0,10-10-2017,31-12-2024,1206
CONTRATA,Administrativo,***,***,***,22,Sin Información,ADMINISTRATIVO,RM,359894,Pesos,1126387,0,0,01-03-2020,31-12-2024,1213
CONTRATA,Académico,***,***,***,9,Nutricionista,Prof. Asistente,RM,448373,Pesos,1906117,0,0,01-05-2023,31-12-2024,1213
CONTRATA,Académico,***,***,***,7,Doctor,Prof. Asociado,RM,8619790,Pesos,12719229,0,0,01-01-2018,31-12-2024,1205
CONTRATA,Profesional,***,***,***,14,Ingeniero Civil Industrial,PROFESIONAL,RM,10437,Pesos,554732,0,0,01-10-2022,31-03-2024,1206
CONTRATA,Académico,***,***,***,17,Sin Información,No Evaluado,RM,27239,Pesos,702240,0,0,04-10-2022,31-12-2024,1601
CONTRATA,Profesional,***,***,***,12,Sociologo,PROFESIONAL,RM,253878,Pesos,1463000,0,0,01-07-2023,31-12-2024,1106
CONTRATA,Académico,***,***,***,7,Doctor,Prof. Asociado,RM,635569,Pesos,1554804,0,0,01-11-2020,31-12-2024,1210
CONTRATA,Técnico,***,***,***,22,Sin Información,AYUDANTE DE ENFERMERIA ESPECIALIZADO,RM,0,Pesos,660015,0,0,01-12-2023,31-03-2024,1501
CONTRATA,Profesional,***,***,***,10,Psicologo,Profesional,RM,30237,Pesos,1577061,0,0,01-03-2019,31-12-2024,1402
CONTRATA,Académico,***,***,***,9,Director Artístico con Mención en Cine,Prof. Asistente,RM,543140,Pesos,1271039,0,0,01-03-2013,31-12-2024,1201
CONTRATA,Académico,***,***,***,9,Ingeniero Civil Industrial,Prof. Adjunto,RM,169401,Pesos,365516,0,0,01-03-2020,31-12-2024,1205
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,1003724,Pesos,2461468,0,0,01-11-2015,31-12-2024,1209
CONTRATA,Profesional,***,***,***,17,Administrador Publico,PROFESIONAL,RM,0,Pesos,1672627,0,0,01-01-2024,29-02-2024,1501
CONTRATA,Profesional,***,***,***,17,Enfermera,Enfermera,RM,949419,Pesos,2760485,0,198390,01-09-2015,31-12-2024,1501
CONTRATA,Profesional,***,***,***,15,Licenciado,PROFESIONAL,RM,279954,Pesos,1447537,0,0,01-05-2017,31-12-2024,1203
CONTRATA,Académico,***,***,***,9,Especialidad Médica u Odontológica,Prof. Adjunto,RM,12026,Pesos,380380,0,0,01-10-2022,31-12-2024,1213
CONTRATA,Profesional,***,***,***,17,Enfermera,ENFERMERA PABELLON,RM,878266,Pesos,2695467,27555,0,01-04-2017,31-12-2024,1501
CONTRATA,Profesional,***,***,***,17,Tecnólogo Medico,TECNOLOGO MEDICO RAYOS,RM,996073,Pesos,2964741,0,198390,13-10-2022,31-12-2024,1501
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Adjunto,RM,1418,Pesos,642950,0,0,02-05-2012,31-12-2024,1206
CONTRATA,Académico,***,***,***,4,Sin Información,No Evaluado,RM,1540053,Pesos,2957597,0,0,01-01-2014,31-12-2024,1601
CONTRATA,Técnico,***,***,***,24,Sin Información,TÉCNICO,RM,510224,Pesos,1102339,0,0,01-11-2018,31-12-2024,1206
CONTRATA,Técnico,***,***,***,22,Sin Información,TÉCNICO,RM,213726,Pesos,739517,0,0,01-01-2020,31-12-2024,1214
CONTRATA,Administrativo,***,***,***,22,Sin Información,SECRETARIA DE SECCION O SERVICIO,RM,224185,Pesos,960229,0,0,01-05-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,7,Magíster,Prof. Asociado,RM,273232,Pesos,504707,0,0,07-04-2022,31-12-2024,1211
CONTRATA,Académico,***,***,***,7,Magíster,Prof. Asociado,RM,282043,Pesos,504707,0,0,07-04-2022,31-12-2024,1211
CONTRATA,Profesional,***,***,***,10,Enfermera,Profesional,RM,30237,Pesos,1774300,0,0,01-10-2018,31-12-2024,1402
CONTRATA,Profesional,***,***,***,15,Ingeniero En Informático,PROFESIONAL,RM,966071,Pesos,1934654,0,0,17-07-2023,31-12-2024,1101
CONTRATA,Auxiliar,***,***,***,22,Sin Información,ESTAFETA,RM,87386,Pesos,657268,0,0,01-07-2022,31-12-2024,1501
CONTRATA,Auxiliar,***,***,***,22,Sin Información,AUXILIAR,RM,119934,Pesos,662444,0,0,01-03-2019,31-12-2024,1104
CONTRATA,Auxiliar,***,***,***,15,Sin Información,Auxiliar de Servicios,RM,19213,Pesos,921433,0,0,01-01-2008,31-12-2024,1402
CONTRATA,Profesional,***,***,***,17,Tecnólogo Medico,TECNOLOGO MEDICO,RM,747363,Pesos,2619316,0,0,01-11-2007,31-12-2024,1501
CONTRATA,Auxiliar,***,***,***,25,Sin Información,AUXILIAR DE SERVICIOS,RM,428416,Pesos,859238,0,0,01-09-2023,31-12-2024,1211
CONTRATA,Profesional,***,***,***,13,Licenciado,PROFESIONAL,RM,542797,Pesos,1637790,0,0,01-06-2023,31-12-2024,1107
CONTRATA,Técnico,***,***,***,21,Sin Información,Técnico de Laboratorio,RM,373984,Pesos,912719,0,0,04-10-2019,31-12-2024,1203
CONTRATA,Profesional,***,***,***,15,Contador Auditor,PROFESIONAL,RM,1554136,Pesos,2522719,0,0,01-11-2018,31-12-2024,1205
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,1003724,Pesos,2461468,0,0,01-11-2023,31-12-2024,1209
CONTRATA,Profesional,***,***,***,17,Bioquimico,PROFESIONAL,RM,217921,Pesos,751500,0,0,01-01-2024,31-12-2024,1204
CONTRATA,Técnico,***,***,***,25,Sin Información,TÉCNICO,RM,474363,Pesos,905185,0,0,01-06-2015,31-12-2024,1206
CONTRATA,Profesional,***,***,***,13,Administrador Publico,PROFESIONAL,RM,1100677,Pesos,2195670,0,0,05-01-2022,31-12-2024,1104
CONTRATA,Profesional,***,***,***,15,Administrador Publico,PROFESIONAL,RM,84777,Pesos,1053360,0,0,01-01-2023,31-12-2024,1205
CONTRATA,Auxiliar,***,***,***,25,Sin Información,AUXILIAR DE COCINA-AUXILIAR DE DIETETICA,RM,180137,Pesos,657268,0,0,01-08-2023,30-06-2024,1301
CONTRATA,Auxiliar,***,***,***,20,Sin Información,TÉCNICO,RM,898329,Pesos,1468219,0,0,01-08-2019,31-12-2024,1206
CONTRATA,Profesional,***,***,***,6,Arquitecto,ARQUITECTO,RM,2388446,Pesos,4221429,0,0,01-01-2008,31-12-2024,1104
CONTRATA,Profesional,***,***,***,15,Geografo,PROFESIONAL,RM,719604,Pesos,1688187,0,0,01-05-2017,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Matrona,PROFESIONAL,RM,1591193,Pesos,2939067,0,0,01-09-2015,31-12-2024,1501
CONTRATA,Profesional,***,***,***,15,Psicologo,PROFESIONAL,RM,201213,Pesos,468846,0,0,01-04-2023,31-12-2024,1212
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,691297,Pesos,2202041,0,0,01-05-2012,31-12-2024,1213
CONTRATA,Académico,***,***,***,9,Especialidad Médica u Odontológica,Prof. Asistente,RM,108180,Pesos,476534,0,0,01-09-2015,31-12-2024,1213
CONTRATA,Académico,***,***,***,11,Especialidad Médica u Odontológica,Instructor,RM,54598,Pesos,380202,0,0,01-07-2022,31-12-2024,1213
CONTRATA,Auxiliar,***,***,***,25,Sin Información,AUXILIAR GENERAL DE PABELLONES,RM,129123,Pesos,1000792,0,108200,01-12-2020,31-12-2024,1501
CONTRATA,Profesional,***,***,***,12,Prof. De Educ. Gral. Básica,Profesional Docente,RM,77182,Pesos,1471182,0,0,01-03-2022,31-12-2024,1402
CONTRATA,Administrativo,***,***,***,22,Sin Información,Ejecutivo Call Center,RM,122321,Pesos,938294,0,0,01-09-2023,30-06-2024,1501
CONTRATA,Profesional,***,***,***,17,Enfermera,Enfermera,RM,827597,Pesos,2359195,0,220400,09-12-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,9,Medico-Cirujano,Prof. Adjunto,RM,117707,Pesos,486061,0,0,01-08-2021,31-12-2024,1213
CONTRATA,Administrativo,***,***,***,19,Sin Información,ADMINISTRATIVO,RM,222024,Pesos,1041700,0,0,01-10-2023,31-12-2024,1701
CONTRATA,Profesional,***,***,***,12,Psicologo,PROFESIONAL,RM,846503,Pesos,3792513,0,0,01-01-2023,31-12-2024,1206
CONTRATA,Profesional,***,***,***,13,Ingeniero De Ejecución En Administración,PROFESIONAL,RM,401775,Pesos,2123368,0,0,01-07-2019,31-12-2024,1214
CONTRATA,Técnico,***,***,***,22,Sin Información,AYUDANTE DE ENFERMERIA GENERAL,RM,76213,Pesos,930804,0,128900,02-11-2021,31-12-2024,1501
CONTRATA,Auxiliar,***,***,***,25,Sin Información,AUXILIAR,RM,212897,Pesos,900850,0,0,01-05-2018,31-12-2024,1213
CONTRATA,Profesional,***,***,***,16,Profesor De Ens.Media Ingles,PROFESIONAL,RM,141835,Pesos,213807,0,0,01-03-2023,31-12-2024,1103
CONTRATA,Administrativo,***,***,***,22,Sin Información,CAJERO CENTRAL,RM,109539,Pesos,1294275,48330,0,01-05-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,11,Ingeniero Civil en Biotecnología,Prof. Asistente,RM,618695,Pesos,1905436,0,0,01-11-2007,31-12-2024,1213
CONTRATA,Académico,***,***,***,9,Ingeniero Comercial,Prof. Adjunto,RM,507096,Pesos,908136,0,0,01-06-2019,31-12-2024,1216
CONTRATA,Profesional,***,***,***,15,Diseñadora,PROFESIONAL,RM,1038608,Pesos,1769937,0,0,01-01-2021,31-12-2024,1301
CONTRATA,Académico,***,***,***,9,Especialidad Médica u Odontológica,Prof. Adjunto,RM,122472,Pesos,490826,0,0,01-04-2021,31-12-2024,1213
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,331390,Pesos,1429590,0,0,01-03-2017,31-12-2024,1213
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,2401828,Pesos,3431674,0,0,01-02-2016,31-12-2024,1213
CONTRATA,Académico,***,***,***,4,Doctor,Prof. Asistente,RM,127982,Pesos,2224476,0,0,01-09-2018,31-12-2024,1501
CONTRATA,Profesional,***,***,***,9,Ingeniero Civil en Computación,PROFESIONAL,RM,2878438,Pesos,7961182,0,0,01-07-2011,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Tecnólogo Medico,TECNOLOGO MEDICO LABORATORIO,RM,863383,Pesos,2191480,0,26452,01-11-2013,31-12-2024,1501
CONTRATA,Técnico,***,***,***,17,Técnico en Administración de Recursos Humanos,TÉCNICO,RM,1221397,Pesos,2328612,0,0,01-11-2022,31-12-2024,1301
CONTRATA,Administrativo,***,***,***,22,Sin Información,ADMINISTRATIVO,RM,295732,Pesos,1111996,0,0,01-08-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,943354,Pesos,2501098,0,0,01-08-2015,31-12-2024,1213
CONTRATA,Profesional,***,***,***,15,Sociologo,PROFESIONAL,RM,163423,Pesos,356345,0,0,01-03-2023,31-12-2024,1107
CONTRATA,Profesional,***,***,***,15,Sociologo,PROFESIONAL,RM,577910,Pesos,1149812,0,0,03-06-2022,31-12-2024,1107
CONTRATA,Profesional,***,***,***,15,Ingeniero Civil Electrico,PROFESIONAL,RM,1919389,Pesos,5287972,0,0,01-04-2020,31-12-2024,1206
CONTRATA,Académico,***,***,***,3,Especialista,Prof. Asociado,RM,499819,Pesos,845570,0,0,01-11-2011,31-12-2024,1214
CONTRATA,Académico,***,***,***,7,Especialista,Prof. Asociado,RM,227729,Pesos,450393,0,0,01-05-2012,31-12-2024,1214
CONTRATA,Técnico,***,***,***,10,"Tecnólogo Médico, mención Laboratorio Clínico, Hematología y Banco de sangre",TÉCNICO,RM,0,Pesos,1005084,0,0,01-07-2022,31-12-2024,1208
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,1130079,Pesos,2194286,0,0,01-06-2020,31-12-2024,1202
CONTRATA,Académico,***,***,***,9,Magíster,Prof. Asistente,RM,867048,Pesos,1594947,0,0,01-01-2019,31-12-2024,1211
CONTRATA,Profesional,***,***,***,9,Magíster,PROFESIONAL,RM,938030,Pesos,1657118,0,0,01-01-2023,31-12-2024,1211
CONTRATA,Profesional,***,***,***,8,Magister en Administración de Empresas,PROFESIONAL,RM,2093060,Pesos,2907190,0,0,01-11-2022,31-12-2024,1109
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,1026724,Pesos,2484468,0,0,01-11-2019,31-12-2024,1210
CONTRATA,Técnico,***,***,***,25,Sin Información,TÉCNICO,RM,882431,Pesos,1592500,0,0,01-03-2011,31-12-2024,1206
CONTRATA,Profesional,***,***,***,11,Contador Auditor,PROFESIONAL,RM,1286448,Pesos,2573189,0,0,01-10-2015,31-12-2024,1204
CONTRATA,Técnico,***,***,***,23,Sin Información,TÉCNICO,RM,386376,Pesos,1273475,0,0,01-11-2019,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Tecnólogo Medico,TECNOLOGO MEDICO RAYOS,RM,1149924,Pesos,2897954,0,0,01-08-2017,31-12-2024,1501
CONTRATA,Profesional,***,***,***,15,Profesor De Ens.Media Biologia,PROFESIONAL,RM,409523,Pesos,1378106,0,0,01-01-2023,31-12-2024,1306
CONTRATA,Académico,***,***,***,11,Especialidad Médica u Odontológica,Inst. Adjunto,RM,303143,Pesos,628747,0,0,01-05-2016,31-12-2024,1213
CONTRATA,Académico,***,***,***,9,Doctor,Prof. Asistente,RM,875859,Pesos,1594947,0,0,01-05-2023,31-12-2024,1211
CONTRATA,Profesional,***,***,***,9,Doctor,PROFESIONAL,RM,1267093,Pesos,2397979,0,0,01-05-2023,31-12-2024,1211
CONTRATA,Académico,***,***,***,9,Magíster,Prof. Asistente,RM,1184232,Pesos,2641976,0,0,01-06-2012,31-12-2024,1201
CONTRATA,Auxiliar,***,***,***,25,Sin Información,AUXILIAR,RM,190094,Pesos,660079,0,0,01-01-2019,31-12-2024,1204
CONTRATA,Auxiliar,***,***,***,25,Sin Información,AUXILIAR,RM,190096,Pesos,660079,0,0,01-10-2019,31-12-2024,1204
CONTRATA,Académico,***,***,***,4,Arquitecto,Prof.Titular,RM,72498,Pesos,250543,0,0,01-07-2019,31-12-2024,1201
CONTRATA,Profesional,***,***,***,17,Arquitecto,PROFESIONAL,RM,2735624,Pesos,3767250,0,0,01-04-2017,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Diseñadora,PROFESIONAL,RM,80255,Pesos,412702,0,0,01-07-2023,31-12-2024,1202
CONTRATA,Administrativo,***,***,***,22,Sin Información,SECRETARIA DE SECCION O SERVICIO,RM,70004,Pesos,1339802,0,0,01-03-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,5,Especialidad Médica u Odontológica,Inst. Adjunto,RM,166360,Pesos,405261,0,0,01-04-2013,31-12-2024,1213
CONTRATA,Profesional,***,***,***,12,Licenciado en Ciencias Biologicas,PROFESIONAL,RM,1158596,Pesos,2367718,0,0,01-04-2022,31-12-2024,1701
CONTRATA,Profesional,***,***,***,17,Ingeniero Civil,PROFESIONAL,RM,2240370,Pesos,3097585,0,0,01-06-2022,31-03-2024,1206
CONTRATA,Técnico,***,***,***,22,Sin Información,AYUDANTE DE ENFERMERIA,RM,153002,Pesos,912192,0,0,01-06-2020,31-12-2024,1501
CONTRATA,Técnico,***,***,***,24,Sin Información,TÉCNICO,RM,424609,Pesos,880082,0,0,01-12-2021,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Ingeniero Constructor,PROFESIONAL,RM,320518,Pesos,1708185,0,0,01-03-2021,31-12-2024,1206
CONTRATA,Administrativo,***,***,***,22,Sin Información,CAJERO ADMISIONISTA,RM,0,Pesos,718855,0,0,01-01-2024,31-03-2024,1501
CONTRATA,Auxiliar,***,***,***,22,Sin Información,VIGILANTE,RM,37775,Pesos,776445,0,64450,01-10-2019,31-12-2024,1501
CONTRATA,Profesional,***,***,***,17,Licenciado,PROFESIONAL,RM,778330,Pesos,1635545,0,0,01-11-2023,31-12-2024,1202
CONTRATA,Administrativo,***,***,***,12,Sin Información,ADMINISTRATIVO,RM,2010512,Pesos,3408475,0,0,01-12-2022,31-12-2024,1701
CONTRATA,Técnico,***,***,***,22,Sin Información,AYUDANTE DE ENFERMERIA PABELLONES,RM,180828,Pesos,1971784,32220,0,01-03-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,9,Magíster,Prof. Asistente,RM,479726,Pesos,1166128,0,0,01-08-2020,31-12-2024,1209
CONTRATA,Académico,***,***,***,9,Magíster,Prof. Asistente,RM,225161,Pesos,953060,0,0,01-10-2018,31-12-2024,1213
CONTRATA,Académico,***,***,***,9,Abogado,Prof. Asistente,RM,429120,Pesos,797474,0,0,01-07-2020,31-12-2024,1211
CONTRATA,Académico,***,***,***,9,Abogado,Prof. Asistente,RM,398117,Pesos,724975,0,0,01-07-2020,31-12-2024,1211
CONTRATA,Académico,***,***,***,4,Doctor,Prof.Titular,RM,5729877,Pesos,7707941,0,0,01-01-2012,31-12-2024,1205
CONTRATA,Académico,***,***,***,6,Doctor,Prof. Asociado,RM,1399696,Pesos,2663448,0,0,01-09-2020,31-12-2024,1212
CONTRATA,Administrativo,***,***,***,22,Sin Información,COBRADOR,RM,405660,Pesos,1244597,16110,0,01-05-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,5,Medico-Cirujano,Profesional Ley Médica,RM,1184381,Pesos,4464160,0,0,01-01-2023,31-12-2024,1501
CONTRATA,Administrativo,***,***,***,22,Sin Información,CAJERO ADMISIONISTA,RM,111475,Pesos,1076209,64440,38670,01-10-2020,31-12-2024,1501
CONTRATA,Académico,***,***,***,5,Especialidad Médica u Odontológica,Prof. Asistente,RM,204960,Pesos,820197,0,0,01-04-2009,31-12-2024,1501
CONTRATA,Auxiliar,***,***,***,22,Sin Información,AUXILIAR GENERAL DE ASEO,RM,0,Pesos,669450,0,0,01-12-2023,31-03-2024,1501
CONTRATA,Profesional,***,***,***,12,Ingeniero Civil,PROFESIONAL,RM,1937238,Pesos,4165786,0,0,01-01-2013,31-12-2024,1206
CONTRATA,Profesional,***,***,***,17,Bioquimico,PROFESIONAL,RM,1137785,Pesos,1995000,0,0,01-09-2023,31-12-2024,1213
CONTRATA,Académico,***,***,***,4,Especialidad Médica u Odontológica,Prof. Asociado,RM,845120,Pesos,1247439,0,0,01-09-2014,31-12-2024,1213
CONTRATA,Profesional,***,***,***,15,Periodista,PROFESIONAL,RM,1834787,Pesos,2803370,0,0,01-04-2019,31-12-2024,1107
CONTRATA,Profesional,***,***,***,17,Enfermera,Enfermera,RM,827597,Pesos,2865553,0,0,01-08-2010,31-12-2024,1501
CONTRATA,Académico,***,***,***,5,Sin Información,No Evaluado,RM,1480844,Pesos,2819256,0,0,01-01-2014,31-12-2024,1601
CONTRATA,Académico,***,***,***,9,Magíster,Prof. Adjunto,RM,169401,Pesos,409960,0,0,01-01-2020,31-12-2024,1205
CONTRATA,Académico,***,***,***,7,Psicologo,Prof. Asociado,RM,749669,Pesos,1537805,0,0,01-04-2019,31-12-2024,1209
CONTRATA,Técnico,***,***,***,15,Prof. De Educ. Gral. Básica,TÉCNICO,RM,0,Pesos,968583,0,0,01-09-2019,31-12-2024,1208
CONTRATA,Técnico,***,***,***,22,Sin Información,AYUDANTE DE ENFERMERIA,RM,112560,Pesos,945436,19332,0,01-09-2020,31-12-2024,1501
CONTRATA,Técnico,***,***,***,25,Sin Información,TÉCNICO,RM,346813,Pesos,917635,0,0,01-10-2021,31-12-2024,1206
CONTRATA,Académico,***,***,***,9,Mecanico Industrial,Prof. Adjunto,RM,558,Pesos,172798,0,0,01-12-2023,31-03-2024,1213
CONTRATA,Profesional,***,***,***,17,Enfermera,Enfermera,RM,827597,Pesos,2368355,27555,0,01-12-2004,31-12-2024,1501
CONTRATA,Auxiliar,***,***,***,22,Sin Información,AUXILIAR GENERAL DE ASEO,RM,0,Pesos,655291,0,0,01-06-2020,31-12-2024,1501
CONTRATA,Técnico,***,***,***,22,Sin Información,TÉCNICO,RM,70004,Pesos,1009908,0,0,01-03-2020,31-12-2024,1501
CONTRATA,Técnico,***,***,***,22,Sin Información,AYUDANTE DE ENFERMERIA ESPECIALIZADO,RM,153004,Pesos,1773304,0,128900,01-08-2019,31-12-2024,1501
CONTRATA,Profesional,***,***,***,10,Ingeniero Agronomo,PROFESIONAL,RM,316305,Pesos,2500000,0,0,01-01-2024,31-12-2024,1204
CONTRATA,Profesional,***,***,***,17,Matrona,PROFESIONAL,RM,821626,Pesos,2128841,0,0,01-04-2022,31-12-2024,1213
CONTRATA,Auxiliar,***,***,***,22,Sin Información,AUXILIAR GENERAL DE ASEO,RM,0,Pesos,820246,96660,116010,01-10-2020,31-12-2024,1501
